transcriptID_trim,log2FoldChange
TRINITY_DN1957_c0_g1::TRINITY_DN1957_c0_g1_i14,1.59754358574557
TRINITY_DN22978_c0_g1::TRINITY_DN22978_c0_g1_i7,1.59434075439406
TRINITY_DN36525_c0_g1::TRINITY_DN36525_c0_g1_i1,1.98278868204788
TRINITY_DN258_c0_g1::TRINITY_DN258_c0_g1_i13,1.53980749561907
TRINITY_DN44441_c0_g1::TRINITY_DN44441_c0_g1_i2,1.79114490653378
TRINITY_DN258_c0_g1::TRINITY_DN258_c0_g1_i10,1.19140607620461
TRINITY_DN16_c0_g2::TRINITY_DN16_c0_g2_i3,1.0595354675538
TRINITY_DN16170_c0_g1::TRINITY_DN16170_c0_g1_i1,1.65390701971076
TRINITY_DN8509_c0_g1::TRINITY_DN8509_c0_g1_i1,1.13676957275026
TRINITY_DN210_c0_g1::TRINITY_DN210_c0_g1_i2,1.18377941878359
TRINITY_DN9099_c0_g1::TRINITY_DN9099_c0_g1_i4,2.18752717633639
TRINITY_DN6866_c0_g1::TRINITY_DN6866_c0_g1_i1,1.21651830655827
TRINITY_DN5404_c0_g1::TRINITY_DN5404_c0_g1_i9,1.96055555395835
TRINITY_DN6702_c0_g1::TRINITY_DN6702_c0_g1_i11,-2.45673512808371
TRINITY_DN19963_c0_g1::TRINITY_DN19963_c0_g1_i1,1.51344498261304
TRINITY_DN5561_c0_g1::TRINITY_DN5561_c0_g1_i5,0.70643571698696
TRINITY_DN14996_c0_g1::TRINITY_DN14996_c0_g1_i3,2.26431618127025
TRINITY_DN4518_c0_g1::TRINITY_DN4518_c0_g1_i1,1.6208732972174
TRINITY_DN4857_c0_g1::TRINITY_DN4857_c0_g1_i1,1.12836420197898
TRINITY_DN3_c0_g1::TRINITY_DN3_c0_g1_i5,2.19407191565323
TRINITY_DN1957_c0_g1::TRINITY_DN1957_c0_g1_i1,2.06872149894897
TRINITY_DN13966_c0_g1::TRINITY_DN13966_c0_g1_i1,1.48023543778916
TRINITY_DN1446_c0_g1::TRINITY_DN1446_c0_g1_i16,1.43310515868829
TRINITY_DN3821_c0_g1::TRINITY_DN3821_c0_g1_i2,1.20205434546881
TRINITY_DN14140_c0_g1::TRINITY_DN14140_c0_g1_i7,1.72368946047908
TRINITY_DN1446_c0_g1::TRINITY_DN1446_c0_g1_i21,2.0524829593623
TRINITY_DN1446_c0_g1::TRINITY_DN1446_c0_g1_i20,2.0524829593623
TRINITY_DN16170_c0_g1::TRINITY_DN16170_c0_g1_i1,1.579885950259
TRINITY_DN16_c0_g1::TRINITY_DN16_c0_g1_i3,2.0491195274037
TRINITY_DN90_c0_g1::TRINITY_DN90_c0_g1_i1,1.67669287425714
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i7,1.35549290465126
TRINITY_DN1854_c0_g1::TRINITY_DN1854_c0_g1_i6,-0.997465866692726
TRINITY_DN3808_c0_g1::TRINITY_DN3808_c0_g1_i3,1.67120471077119
TRINITY_DN8509_c1_g1::TRINITY_DN8509_c1_g1_i1,1.09774523811748
TRINITY_DN21_c0_g1::TRINITY_DN21_c0_g1_i1,2.89958094157226
TRINITY_DN30_c0_g1::TRINITY_DN30_c0_g1_i1,1.26984788626162
TRINITY_DN1548_c0_g1::TRINITY_DN1548_c0_g1_i15,1.54535135176006
TRINITY_DN1548_c0_g1::TRINITY_DN1548_c0_g1_i16,1.54535135176006
TRINITY_DN6096_c0_g1::TRINITY_DN6096_c0_g1_i5,-0.846453063092333
TRINITY_DN159_c0_g6::TRINITY_DN159_c0_g6_i1,1.65171125046049
TRINITY_DN5788_c0_g1::TRINITY_DN5788_c0_g1_i18,-1.04301645209639
TRINITY_DN398_c0_g1::TRINITY_DN398_c0_g1_i2,2.15757443381024
TRINITY_DN13966_c0_g1::TRINITY_DN13966_c0_g1_i4,1.88954167390849
TRINITY_DN47363_c0_g1::TRINITY_DN47363_c0_g1_i2,-0.682674583268101
TRINITY_DN585_c0_g1::TRINITY_DN585_c0_g1_i7,1.39996120452326
TRINITY_DN2280_c0_g1::TRINITY_DN2280_c0_g1_i1,-1.02413891780032
TRINITY_DN3770_c0_g1::TRINITY_DN3770_c0_g1_i19,-1.43364929309551
TRINITY_DN134_c0_g2::TRINITY_DN134_c0_g2_i1,2.50210258332136
TRINITY_DN9169_c0_g1::TRINITY_DN9169_c0_g1_i20,0.621485911159402
TRINITY_DN8935_c0_g1::TRINITY_DN8935_c0_g1_i3,0.975156504116144
TRINITY_DN4770_c0_g1::TRINITY_DN4770_c0_g1_i1,1.23990121843579
TRINITY_DN9607_c1_g1::TRINITY_DN9607_c1_g1_i1,1.37550678978647
TRINITY_DN33_c0_g1::TRINITY_DN33_c0_g1_i22,1.06432967542902
TRINITY_DN7200_c2_g1::TRINITY_DN7200_c2_g1_i22,1.12096378908333
TRINITY_DN4584_c0_g1::TRINITY_DN4584_c0_g1_i4,-1.38025604705976
TRINITY_DN5271_c0_g2::TRINITY_DN5271_c0_g2_i1,-0.797395657317762
TRINITY_DN6922_c0_g1::TRINITY_DN6922_c0_g1_i2,2.18832830567607
TRINITY_DN159_c0_g1::TRINITY_DN159_c0_g1_i1,1.45234107213982
TRINITY_DN699_c0_g1::TRINITY_DN699_c0_g1_i9,2.51409450607561
TRINITY_DN6345_c0_g1::TRINITY_DN6345_c0_g1_i15,1.50428557905836
TRINITY_DN6345_c0_g1::TRINITY_DN6345_c0_g1_i17,1.50428557905836
TRINITY_DN5819_c0_g1::TRINITY_DN5819_c0_g1_i5,-1.17829210650362
TRINITY_DN2391_c0_g1::TRINITY_DN2391_c0_g1_i6,2.04718159787468
TRINITY_DN3295_c0_g1::TRINITY_DN3295_c0_g1_i3,1.3418250234331
TRINITY_DN1414_c0_g1::TRINITY_DN1414_c0_g1_i8,1.41064424527405
TRINITY_DN4634_c0_g1::TRINITY_DN4634_c0_g1_i2,1.80632209406419
TRINITY_DN1864_c1_g2::TRINITY_DN1864_c1_g2_i1,1.16784944115304
TRINITY_DN30_c0_g2::TRINITY_DN30_c0_g2_i3,1.41895789351127
TRINITY_DN7874_c1_g1::TRINITY_DN7874_c1_g1_i8,1.43590747245724
TRINITY_DN4011_c0_g1::TRINITY_DN4011_c0_g1_i3,1.26337040916637
TRINITY_DN1343_c0_g1::TRINITY_DN1343_c0_g1_i2,1.10978246558353
TRINITY_DN17273_c0_g1::TRINITY_DN17273_c0_g1_i15,-0.898801406329721
TRINITY_DN1513_c0_g1::TRINITY_DN1513_c0_g1_i18,1.56049995775643
TRINITY_DN21_c1_g2::TRINITY_DN21_c1_g2_i3,2.34206616019424
TRINITY_DN140_c0_g2::TRINITY_DN140_c0_g2_i5,1.44569655394737
TRINITY_DN1670_c0_g1::TRINITY_DN1670_c0_g1_i2,1.9765565374393
TRINITY_DN4432_c0_g1::TRINITY_DN4432_c0_g1_i11,2.39508902330043
TRINITY_DN4027_c0_g1::TRINITY_DN4027_c0_g1_i13,1.21924181283269
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i1,1.07941474413567
TRINITY_DN7940_c0_g1::TRINITY_DN7940_c0_g1_i11,-1.1360091539455
TRINITY_DN7940_c0_g1::TRINITY_DN7940_c0_g1_i8,-1.1360091539455
TRINITY_DN17109_c0_g1::TRINITY_DN17109_c0_g1_i11,-1.69823268644234
TRINITY_DN4571_c0_g1::TRINITY_DN4571_c0_g1_i9,-1.60379041633738
TRINITY_DN3821_c0_g3::TRINITY_DN3821_c0_g3_i1,1.90253631044595
TRINITY_DN68_c0_g1::TRINITY_DN68_c0_g1_i14,3.90526150422553
TRINITY_DN33_c0_g1::TRINITY_DN33_c0_g1_i10,0.926906235341287
TRINITY_DN210_c0_g2::TRINITY_DN210_c0_g2_i2,1.15319347605714
TRINITY_DN2350_c0_g1::TRINITY_DN2350_c0_g1_i2,-0.421940117229983
TRINITY_DN123_c0_g1::TRINITY_DN123_c0_g1_i6,1.07331772509205
TRINITY_DN1339_c0_g1::TRINITY_DN1339_c0_g1_i13,0.306551215505926
TRINITY_DN2693_c0_g1::TRINITY_DN2693_c0_g1_i4,1.2657057187078
TRINITY_DN16757_c0_g1::TRINITY_DN16757_c0_g1_i20,-1.4376583387045
TRINITY_DN2429_c2_g1::TRINITY_DN2429_c2_g1_i5,1.57675708741578
TRINITY_DN8078_c0_g3::TRINITY_DN8078_c0_g3_i7,1.41753517488989
TRINITY_DN13153_c0_g1::TRINITY_DN13153_c0_g1_i1,2.1376231231478
TRINITY_DN4770_c0_g1::TRINITY_DN4770_c0_g1_i1,1.45935207228183
TRINITY_DN16_c0_g2::TRINITY_DN16_c0_g2_i1,1.0807691382838
TRINITY_DN17507_c0_g1::TRINITY_DN17507_c0_g1_i1,1.33303476057095
TRINITY_DN7817_c0_g1::TRINITY_DN7817_c0_g1_i1,2.43845208255004
TRINITY_DN17507_c0_g1::TRINITY_DN17507_c0_g1_i4,1.33303476057095
TRINITY_DN8896_c0_g1::TRINITY_DN8896_c0_g1_i10,1.30690784479846
TRINITY_DN7057_c0_g2::TRINITY_DN7057_c0_g2_i2,1.49779769211957
TRINITY_DN3248_c0_g1::TRINITY_DN3248_c0_g1_i6,2.35177151698157
TRINITY_DN5329_c0_g1::TRINITY_DN5329_c0_g1_i14,0.592622157774568
TRINITY_DN10274_c0_g1::TRINITY_DN10274_c0_g1_i6,1.77405585580187
TRINITY_DN661_c0_g1::TRINITY_DN661_c0_g1_i19,1.22336438110028
TRINITY_DN23181_c0_g1::TRINITY_DN23181_c0_g1_i7,1.22223698339906
TRINITY_DN661_c0_g1::TRINITY_DN661_c0_g1_i5,2.1819943144519
TRINITY_DN585_c0_g1::TRINITY_DN585_c0_g1_i8,1.15766494199756
TRINITY_DN8509_c0_g1::TRINITY_DN8509_c0_g1_i1,1.4316839778661
TRINITY_DN33_c0_g1::TRINITY_DN33_c0_g1_i4,1.62519164834909
TRINITY_DN3382_c1_g1::TRINITY_DN3382_c1_g1_i6,1.05572732003399
TRINITY_DN9270_c0_g1::TRINITY_DN9270_c0_g1_i4,-1.27162090996521
TRINITY_DN10995_c0_g1::TRINITY_DN10995_c0_g1_i11,1.58468402565603
TRINITY_DN159_c0_g2::TRINITY_DN159_c0_g2_i2,1.16645252828239
TRINITY_DN10995_c0_g1::TRINITY_DN10995_c0_g1_i9,1.58468402565603
TRINITY_DN9827_c0_g1::TRINITY_DN9827_c0_g1_i1,0.78258473230827
TRINITY_DN6613_c1_g1::TRINITY_DN6613_c1_g1_i8,-1.28653080761476
TRINITY_DN7245_c0_g1::TRINITY_DN7245_c0_g1_i11,-0.932327577757454
TRINITY_DN4742_c0_g1::TRINITY_DN4742_c0_g1_i1,1.09100806698116
TRINITY_DN6630_c0_g1::TRINITY_DN6630_c0_g1_i11,-1.2467648679569
TRINITY_DN1353_c0_g1::TRINITY_DN1353_c0_g1_i4,1.49349427773672
TRINITY_DN7052_c0_g1::TRINITY_DN7052_c0_g1_i16,1.61920181426099
TRINITY_DN7052_c0_g1::TRINITY_DN7052_c0_g1_i4,1.61920181426099
TRINITY_DN10743_c0_g1::TRINITY_DN10743_c0_g1_i8,1.56804054071232
TRINITY_DN1548_c0_g1::TRINITY_DN1548_c0_g1_i27,1.52907196018992
TRINITY_DN3037_c0_g1::TRINITY_DN3037_c0_g1_i1,0.258012786671542
TRINITY_DN4361_c0_g1::TRINITY_DN4361_c0_g1_i3,1.04347291057719
TRINITY_DN398_c0_g1::TRINITY_DN398_c0_g1_i1,1.93564594645015
TRINITY_DN6249_c0_g1::TRINITY_DN6249_c0_g1_i12,1.18886819876003
TRINITY_DN6834_c0_g1::TRINITY_DN6834_c0_g1_i1,2.87118138851068
TRINITY_DN4074_c0_g1::TRINITY_DN4074_c0_g1_i13,-2.34120347649608
TRINITY_DN258_c0_g1::TRINITY_DN258_c0_g1_i14,0.978567784890234
TRINITY_DN3372_c0_g1::TRINITY_DN3372_c0_g1_i6,0.315934756020655
TRINITY_DN4353_c0_g1::TRINITY_DN4353_c0_g1_i1,-0.711630163539819
TRINITY_DN30_c0_g2::TRINITY_DN30_c0_g2_i4,1.33182410798884
TRINITY_DN8661_c0_g1::TRINITY_DN8661_c0_g1_i14,1.35079105838553
TRINITY_DN3479_c0_g1::TRINITY_DN3479_c0_g1_i2,1.09395009135211
TRINITY_DN4161_c0_g1::TRINITY_DN4161_c0_g1_i8,-0.88216775401733
TRINITY_DN301_c2_g1::TRINITY_DN301_c2_g1_i1,0.840519280830394
TRINITY_DN5199_c0_g1::TRINITY_DN5199_c0_g1_i10,-0.665842279277295
TRINITY_DN1058_c0_g1::TRINITY_DN1058_c0_g1_i2,3.45163273738117
TRINITY_DN27448_c0_g1::TRINITY_DN27448_c0_g1_i17,-0.778993025599189
TRINITY_DN58103_c1_g1::TRINITY_DN58103_c1_g1_i11,1.19999189973201
TRINITY_DN3382_c1_g1::TRINITY_DN3382_c1_g1_i2,1.3289336670188
TRINITY_DN223_c0_g1::TRINITY_DN223_c0_g1_i31,1.76999918097036
TRINITY_DN41646_c0_g1::TRINITY_DN41646_c0_g1_i1,1.21649433026629
TRINITY_DN5162_c0_g1::TRINITY_DN5162_c0_g1_i6,-1.2052033405239
TRINITY_DN3425_c0_g1::TRINITY_DN3425_c0_g1_i2,-1.58225941083147
TRINITY_DN236_c1_g1::TRINITY_DN236_c1_g1_i1,1.60271017594294
TRINITY_DN21_c0_g1::TRINITY_DN21_c0_g1_i10,2.23541956995972
TRINITY_DN159_c0_g2::TRINITY_DN159_c0_g2_i2,1.22012352816832
TRINITY_DN8129_c0_g1::TRINITY_DN8129_c0_g1_i9,-0.658978752444709
TRINITY_DN1416_c4_g2::TRINITY_DN1416_c4_g2_i3,-1.0562388341397
TRINITY_DN769_c1_g1::TRINITY_DN769_c1_g1_i9,1.32798299278914
TRINITY_DN23803_c0_g1::TRINITY_DN23803_c0_g1_i11,1.68399206646109
TRINITY_DN31995_c0_g1::TRINITY_DN31995_c0_g1_i2,1.03504048664233
TRINITY_DN4000_c0_g1::TRINITY_DN4000_c0_g1_i11,2.47975328367423
TRINITY_DN1845_c0_g1::TRINITY_DN1845_c0_g1_i2,2.41497676936055
TRINITY_DN1669_c0_g1::TRINITY_DN1669_c0_g1_i4,0.968502608254208
TRINITY_DN3669_c0_g1::TRINITY_DN3669_c0_g1_i1,3.42567029089365
TRINITY_DN1963_c0_g1::TRINITY_DN1963_c0_g1_i9,0.782431114098947
TRINITY_DN763_c0_g1::TRINITY_DN763_c0_g1_i6,0.690142782206403
TRINITY_DN1513_c0_g1::TRINITY_DN1513_c0_g1_i7,1.45214143325575
TRINITY_DN4027_c0_g1::TRINITY_DN4027_c0_g1_i17,1.36870843942704
TRINITY_DN1513_c0_g1::TRINITY_DN1513_c0_g1_i15,1.45214143325575
TRINITY_DN5676_c0_g1::TRINITY_DN5676_c0_g1_i2,0.50257314694216
TRINITY_DN1513_c0_g1::TRINITY_DN1513_c0_g1_i18,1.45214143325575
TRINITY_DN7360_c0_g1::TRINITY_DN7360_c0_g1_i1,-0.639608135079635
TRINITY_DN5964_c0_g1::TRINITY_DN5964_c0_g1_i4,2.50474050059422
TRINITY_DN2865_c3_g1::TRINITY_DN2865_c3_g1_i6,-0.768349952880369
TRINITY_DN7997_c0_g1::TRINITY_DN7997_c0_g1_i5,-0.823259771389704
TRINITY_DN415_c1_g1::TRINITY_DN415_c1_g1_i7,1.62018545606952
TRINITY_DN847_c0_g1::TRINITY_DN847_c0_g1_i3,-0.877315592668711
TRINITY_DN2062_c0_g1::TRINITY_DN2062_c0_g1_i2,1.51836322450412
TRINITY_DN1338_c0_g1::TRINITY_DN1338_c0_g1_i1,0.86426266771023
TRINITY_DN223_c0_g1::TRINITY_DN223_c0_g1_i21,1.6592860868103
TRINITY_DN12681_c0_g1::TRINITY_DN12681_c0_g1_i5,-1.15525233585849
TRINITY_DN31169_c0_g1::TRINITY_DN31169_c0_g1_i2,1.34838594116284
TRINITY_DN4193_c0_g1::TRINITY_DN4193_c0_g1_i15,-0.691726527369275
TRINITY_DN8394_c0_g1::TRINITY_DN8394_c0_g1_i2,1.2220304785556
TRINITY_DN78627_c0_g1::TRINITY_DN78627_c0_g1_i1,1.57143120287798
TRINITY_DN458_c0_g1::TRINITY_DN458_c0_g1_i31,-0.677951856446243
TRINITY_DN21455_c0_g1::TRINITY_DN21455_c0_g1_i1,1.174227804538
TRINITY_DN9562_c0_g1::TRINITY_DN9562_c0_g1_i27,-1.17851734137362
TRINITY_DN19223_c0_g1::TRINITY_DN19223_c0_g1_i10,1.29564711671814
TRINITY_DN3821_c0_g3::TRINITY_DN3821_c0_g3_i1,1.25018085824639
TRINITY_DN7657_c0_g1::TRINITY_DN7657_c0_g1_i1,1.30555634444871
TRINITY_DN3639_c0_g1::TRINITY_DN3639_c0_g1_i14,0.953792936336562
TRINITY_DN8049_c0_g1::TRINITY_DN8049_c0_g1_i12,-0.774419615672263
TRINITY_DN24692_c0_g1::TRINITY_DN24692_c0_g1_i1,1.06899022093204
TRINITY_DN159_c0_g3::TRINITY_DN159_c0_g3_i1,2.01117513886241
TRINITY_DN11295_c0_g1::TRINITY_DN11295_c0_g1_i4,0.929433683609355
TRINITY_DN9290_c0_g1::TRINITY_DN9290_c0_g1_i3,1.72432306150713
TRINITY_DN7404_c0_g1::TRINITY_DN7404_c0_g1_i1,0.240055216635369
TRINITY_DN8669_c0_g1::TRINITY_DN8669_c0_g1_i1,1.98548073600767
TRINITY_DN19306_c0_g1::TRINITY_DN19306_c0_g1_i14,-0.656173982235565
TRINITY_DN8049_c0_g1::TRINITY_DN8049_c0_g1_i11,-0.893781202081748
TRINITY_DN50_c0_g1::TRINITY_DN50_c0_g1_i21,1.25392710284171
TRINITY_DN1353_c0_g1::TRINITY_DN1353_c0_g1_i18,1.38785856738712
TRINITY_DN4340_c0_g1::TRINITY_DN4340_c0_g1_i1,-1.24366858975937
TRINITY_DN20176_c0_g1::TRINITY_DN20176_c0_g1_i2,-0.649255543535037
TRINITY_DN1207_c0_g1::TRINITY_DN1207_c0_g1_i12,-0.717674121437212
TRINITY_DN6432_c1_g1::TRINITY_DN6432_c1_g1_i1,1.26793874435023
TRINITY_DN4812_c0_g1::TRINITY_DN4812_c0_g1_i10,0.752191910295047
TRINITY_DN50_c0_g1::TRINITY_DN50_c0_g1_i19,1.85877438985175
TRINITY_DN5899_c0_g1::TRINITY_DN5899_c0_g1_i7,-0.631616552489736
TRINITY_DN2767_c0_g1::TRINITY_DN2767_c0_g1_i2,0.555904736117892
TRINITY_DN9097_c0_g1::TRINITY_DN9097_c0_g1_i2,1.17869938899868
TRINITY_DN7910_c0_g1::TRINITY_DN7910_c0_g1_i1,-0.684356793683191
TRINITY_DN13491_c0_g1::TRINITY_DN13491_c0_g1_i3,1.48342197668853
TRINITY_DN14700_c0_g1::TRINITY_DN14700_c0_g1_i3,1.86181986137029
TRINITY_DN5061_c0_g1::TRINITY_DN5061_c0_g1_i6,1.51763875637704
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i3,0.94405136444869
TRINITY_DN4011_c0_g1::TRINITY_DN4011_c0_g1_i7,-0.519523611863471
TRINITY_DN2789_c0_g1::TRINITY_DN2789_c0_g1_i3,1.75683757413968
TRINITY_DN861_c0_g1::TRINITY_DN861_c0_g1_i10,2.59851137990542
TRINITY_DN2524_c0_g1::TRINITY_DN2524_c0_g1_i1,-2.45948360900177
TRINITY_DN30_c1_g1::TRINITY_DN30_c1_g1_i1,2.09127249886304
TRINITY_DN223_c0_g1::TRINITY_DN223_c0_g1_i1,1.44492038621304
TRINITY_DN4942_c1_g1::TRINITY_DN4942_c1_g1_i7,2.01477019250785
TRINITY_DN585_c0_g1::TRINITY_DN585_c0_g1_i4,1.04455698116573
TRINITY_DN210_c0_g1::TRINITY_DN210_c0_g1_i1,1.67541203377122
TRINITY_DN436_c0_g2::TRINITY_DN436_c0_g2_i3,0.428972846295708
TRINITY_DN5172_c0_g1::TRINITY_DN5172_c0_g1_i20,-0.681418319071716
TRINITY_DN27997_c0_g1::TRINITY_DN27997_c0_g1_i1,1.21252137399391
TRINITY_DN3115_c0_g1::TRINITY_DN3115_c0_g1_i10,0.979124078422977
TRINITY_DN74_c1_g1::TRINITY_DN74_c1_g1_i2,-1.31997542370284
TRINITY_DN5061_c0_g2::TRINITY_DN5061_c0_g2_i2,1.53265169445812
TRINITY_DN592_c0_g1::TRINITY_DN592_c0_g1_i4,-1.92525820519965
TRINITY_DN6582_c0_g1::TRINITY_DN6582_c0_g1_i3,0.927973695632531
TRINITY_DN15627_c0_g1::TRINITY_DN15627_c0_g1_i15,0.674375381466526
TRINITY_DN30_c0_g3::TRINITY_DN30_c0_g3_i4,0.813805057716876
TRINITY_DN4216_c0_g1::TRINITY_DN4216_c0_g1_i12,0.817248138392063
